Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Nincada;['Bug', 'Ground'];['Compound Eyes'];LC;31;45;90;30;30;40;['Ninjask', 'Shedinja']
Ninetales;['Fire'];['Flash Fire'];NU;73;76;75;81;100;100;[]
Ninjask;['Bug', 'Flying'];['Speed Boost'];OU;61;90;45;50;50;160;[]
Noctowl;['Normal', 'Flying'];['Insomnia', 'Keen Eye'];NU;100;50;50;76;96;70;[]
Nosepass;['Rock'];['Magnet Pull', 'Sturdy'];LC;30;45;135;45;90;30;['Probopass']
Numel;['Fire', 'Ground'];['Oblivious', 'Simple'];LC;60;60;40;65;45;35;['Camerupt']
Nuzleaf;['Grass', 'Dark'];['Chlorophyll', 'Early Bird'];;70;70;40;60;40;60;['Shiftry']
Octillery;['Water'];['Sniper', 'Suction Cups'];NU;75;105;75;105;75;45;[]
Oddish;['Grass', 'Poison'];['Chlorophyll'];LC;45;50;55;75;65;30;['Gloom']
Omanyte;['Rock', 'Water'];['Shell Armor', 'Swift Swim'];LC;35;40;100;90;55;35;['Omastar']
Omastar;['Rock', 'Water'];['Shell Armor', 'Swift Swim'];UU;70;60;125;115;70;55;[]
Onix;['Rock', 'Ground'];['Rock Head', 'Sturdy'];LC;35;45;160;30;45;70;['Steelix']
Pachirisu;['Electric'];['Pickup', 'Run Away'];NU;60;45;70;45;90;95;[]
Palkia;['Water', 'Dragon'];['Pressure'];Uber;90;120;100;150;120;100;[]
Paras;['Bug', 'Grass'];['Dry Skin', 'Effect Spore'];LC;35;70;55;45;55;25;['Parasect']
Parasect;['Bug', 'Grass'];['Dry Skin', 'Effect Spore'];NU;60;95;80;60;80;30;[]
Pelipper;['Water', 'Flying'];['Keen Eye'];NU;60;50;100;85;70;65;[]
Persian;['Normal'];['Limber', 'Technician'];NU;65;70;60;65;65;115;[]
Phanpy;['Ground'];['Pickup'];LC;90;60;60;40;40;40;['Donphan']
Phione;['Water'];['Hydration'];NU;80;80;80;80;80;80;[]
Pichu;['Electric'];['Static'];LC;20;40;15;35;35;60;['Pikachu']
Pidgeot;['Normal', 'Flying'];['Keen Eye', 'Tangled Feet'];NU;83;80;75;70;70;91;[]
Pidgeotto;['Normal', 'Flying'];['Keen Eye', 'Tangled Feet'];;63;60;55;50;50;71;['Pidgeot']
Pidgey;['Normal', 'Flying'];['Keen Eye', 'Tangled Feet'];LC;40;45;40;35;35;56;['Pidgeotto']
Pikachu;['Electric'];['Static'];NU;35;55;30;50;40;90;['Raichu']
Piloswine;['Ice', 'Ground'];['Oblivious', 'Snow Cloak'];NU;100;100;80;60;60;50;['Mamoswine']
Pineco;['Bug'];['Sturdy'];LC;50;65;90;35;35;15;['Forretress']
Pinsir;['Bug'];['Hyper Cutter', 'Mold Breaker'];NU;65;125;100;55;70;85;[]
Piplup;['Water'];['Torrent'];LC;53;51;53;61;56;40;['Prinplup']
Plusle;['Electric'];['Plus'];NU;60;50;40;85;75;95;[]
Politoed;['Water'];['Damp', 'Water Absorb'];NU;90;75;75;90;100;70;[]
Poliwag;['Water'];['Damp', 'Water Absorb'];LC;40;50;40;40;40;90;['Poliwhirl']
Poliwhirl;['Water'];['Damp', 'Water Absorb'];;65;65;65;50;50;90;['Politoed', 'Poliwrath']
Poliwrath;['Water', 'Fighting'];['Damp', 'Water Absorb'];NU;90;85;95;70;90;70;[]
Ponyta;['Fire'];['Flash Fire', 'Run Away'];LC;50;85;55;65;65;90;['Rapidash']
Poochyena;['Dark'];['Quick Feet', 'Run Away'];LC;35;55;35;30;30;35;['Mightyena']
Porygon;['Normal'];['Download', 'Trace'];LC;65;60;70;85;75;40;['Porygon2']
Porygon-Z;['Normal'];['Adaptability', 'Download'];UUBL;85;80;70;135;75;90;[]
Porygon2;['Normal'];['Download', 'Trace'];NU;85;80;90;105;95;60;['Porygon-Z']
Primeape;['Fighting'];['Anger Point', 'Vital Spirit'];UU;65;105;60;60;70;95;[]
Prinplup;['Water'];['Torrent'];;64;66;68;81;76;50;['Empoleon']
Probopass;['Rock', 'Steel'];['Magnet Pull', 'Sturdy'];NU;60;55;145;75;150;40;[]
Psyduck;['Water'];['Cloud Nine', 'Damp'];LC;50;52;48;65;50;55;['Golduck']
Pupitar;['Rock', 'Ground'];['Shed Skin'];;70;84;70;65;70;51;['Tyranitar']
Purugly;['Normal'];['Own Tempo', 'Thick Fat'];NU;71;82;64;64;59;112;[]
Quagsire;['Water', 'Ground'];['Damp', 'Water Absorb'];NU;95;85;85;65;65;35;[]
Quilava;['Fire'];['Blaze'];;58;64;58;80;65;80;['Typhlosion']
Qwilfish;['Water', 'Poison'];['Poison Point', 'Swift Swim'];UU;65;95;75;55;55;85;[]
Raichu;['Electric'];['Static'];NU;60;90;55;90;80;100;[]
Raikou;['Electric'];['Pressure'];UUBL;90;85;75;115;100;115;[]
Ralts;['Psychic'];['Synchronize', 'Trace'];LC;28;25;25;45;35;40;['Kirlia']
Rampardos;['Rock'];['Mold Breaker'];NU;97;165;60;65;50;58;[]
Rapidash;['Fire'];['Flash Fire', 'Run Away'];NU;65;100;70;80;80;105;[]
Raticate;['Normal'];['Guts', 'Run Away'];NU;55;81;60;50;70;97;[]
Rattata;['Normal'];['Guts', 'Run Away'];LC;30;56;35;25;35;72;['Raticate']
Rayquaza;['Dragon', 'Flying'];['Air Lock'];Uber;105;150;90;150;90;95;[]
Regice;['Ice'];['Clear Body'];NU;80;50;100;100;200;50;[]
Regigigas;['Normal'];['Slow Start'];NU;110;160;110;80;110;100;[]
Regirock;['Rock'];['Clear Body'];NU;80;100;200;50;100;50;[]
Registeel;['Steel'];['Clear Body'];UU;80;75;150;75;150;50;[]
Relicanth;['Water', 'Rock'];['Rock Head', 'Swift Swim'];NU;100;90;130;45;65;55;[]
Remoraid;['Water'];['Hustle', 'Sniper'];LC;35;65;35;65;35;65;['Octillery']
Rhydon;['Ground', 'Rock'];['Lightning Rod', 'Rock Head'];NU;105;130;120;45;45;40;['Rhyperior']
Rhyhorn;['Ground', 'Rock'];['Lightning Rod', 'Rock Head'];LC;80;85;95;30;30;25;['Rhydon']
Rhyperior;['Ground', 'Rock'];['Lightning Rod', 'Solid Rock'];UU;115;140;130;55;55;40;[]
Riolu;['Fighting'];['Inner Focus', 'Steadfast'];LC;40;70;40;35;40;60;['Lucario']
Roselia;['Grass', 'Poison'];['Natural Cure', 'Poison Point'];NU;50;60;45;100;80;65;['Roserade']
Roserade;['Grass', 'Poison'];['Natural Cure', 'Poison Point'];OU;60;70;55;125;105;90;[]
Rotom;['Electric', 'Ghost'];['Levitate'];UU;50;50;77;95;77;91;['Rotom-Fan', 'Rotom-Frost', 'Rotom-Heat', 'Rotom-Mow', 'Rotom-Wash']
Rotom-Fan;['Electric', 'Ghost'];['Levitate'];OU;50;65;107;105;107;86;[]
Rotom-Frost;['Electric', 'Ghost'];['Levitate'];OU;50;65;107;105;107;86;[]
Rotom-Heat;['Electric', 'Ghost'];['Levitate'];OU;50;65;107;105;107;86;[]
Rotom-Mow;['Electric', 'Ghost'];['Levitate'];OU;50;65;107;105;107;86;[]
Rotom-Wash;['Electric', 'Ghost'];['Levitate'];OU;50;65;107;105;107;86;[]
Sableye;['Dark', 'Ghost'];['Keen Eye', 'Stall'];NU;50;75;75;65;65;50;[]
Salamence;['Dragon', 'Flying'];['Intimidate'];Uber;95;135;80;110;80;100;[]
Sandshrew;['Ground'];['Sand Veil'];LC;50;75;85;20;30;40;['Sandslash']
Sandslash;['Ground'];['Sand Veil'];NU;75;100;110;45;55;65;[]
Sceptile;['Grass'];['Overgrow'];UU;70;85;65;105;85;120;[]
Scizor;['Bug', 'Steel'];['Swarm', 'Technician'];OU;70;130;100;55;80;65;[]
Scyther;['Bug', 'Flying'];['Swarm', 'Technician'];UU;70;110;80;55;80;105;['Scizor']
Seadra;['Water'];['Poison Point', 'Sniper'];;55;65;95;95;45;85;['Kingdra']
Seaking;['Water'];['Swift Swim', 'Water Veil'];NU;80;92;65;65;80;68;[]
Sealeo;['Ice', 'Water'];['Ice Body', 'Thick Fat'];;90;60;70;75;70;45;['Walrein']
Seedot;['Grass'];['Chlorophyll', 'Early Bird'];LC;40;40;50;30;30;30;['Nuzleaf']
Seel;['Water'];['Hydration', 'Thick Fat'];LC;65;45;55;45;70;45;['Dewgong']
Sentret;['Normal'];['Keen Eye', 'Run Away'];LC;35;46;34;35;45;20;['Furret']
Seviper;['Poison'];['Shed Skin'];NU;73;100;60;100;60;65;[]
Sharpedo;['Water', 'Dark'];['Rough Skin'];NU;70;120;40;95;40;95;[]
Shaymin;['Grass'];['Natural Cure'];OU;100;100;100;100;100;100;['Shaymin-Sky']
Shaymin-Sky;['Grass', 'Flying'];['Serene Grace'];Uber;100;103;75;120;75;127;[]
Shedinja;['Bug', 'Ghost'];['Wonder Guard'];NU;1;90;45;30;30;40;[]
Shelgon;['Dragon'];['Rock Head'];NU;65;95;100;60;50;50;['Salamence']
Shellder;['Water'];['Shell Armor', 'Skill Link'];LC;30;65;100;45;25;40;['Cloyster']
Shellos;['Water'];['Sticky Hold', 'Storm Drain'];LC;76;48;48;57;62;34;['Gastrodon']
Shieldon;['Rock', 'Steel'];['Sturdy'];LC;30;42;118;42;88;30;['Bastiodon']
Shiftry;['Grass', 'Dark'];['Chlorophyll', 'Early Bird'];NU;90;100;60;90;60;80;[]
Shinx;['Electric'];['Intimidate', 'Rivalry'];LC;45;65;34;40;34;45;['Luxio']
Shroomish;['Grass'];['Effect Spore', 'Poison Heal'];LC;60;40;60;40;60;35;['Breloom']
Shuckle;['Bug', 'Rock'];['Gluttony', 'Sturdy'];NU;20;10;230;10;230;5;[]
Shuppet;['Ghost'];['Frisk', 'Insomnia'];LC;44;75;35;63;33;45;['Banette']
Silcoon;['Bug'];['Shed Skin'];;50;35;55;25;25;15;['Beautifly']
Skarmory;['Steel', 'Flying'];['Keen Eye', 'Sturdy'];OU;65;80;140;40;70;70;[]
Skiploom;['Grass', 'Flying'];['Chlorophyll', 'Leaf Guard'];;55;45;50;45;65;80;['Jumpluff']
Skitty;['Normal'];['Cute Charm', 'Normalize'];LC;50;45;45;35;35;50;['Delcatty']
Skorupi;['Poison', 'Bug'];['Battle Armor', 'Sniper'];LC;40;50;90;30;55;65;['Drapion']
Skuntank;['Poison', 'Dark'];['Aftermath', 'Stench'];NU;103;93;67;71;61;84;[]
Slaking;['Normal'];['Truant'];NU;150;160;100;95;65;100;[]
Slakoth;['Normal'];['Truant'];LC;60;60;60;35;35;30;['Vigoroth']
Slowbro;['Water', 'Psychic'];['Oblivious', 'Own Tempo'];UU;95;75;110;100;80;30;[]
Slowking;['Water', 'Psychic'];['Oblivious', 'Own Tempo'];NU;95;75;80;100;110;30;[]
Slowpoke;['Water', 'Psychic'];['Oblivious', 'Own Tempo'];LC;90;65;65;40;40;15;['Slowbro', 'Slowking']
Slugma;['Fire'];['Flame Body', 'Magma Armor'];LC;40;40;40;70;40;20;['Magcargo']
Smeargle;['Normal'];['Own Tempo', 'Technician'];OU;55;20;35;20;45;75;[]
Smoochum;['Ice', 'Psychic'];['Forewarn', 'Oblivious'];LC;45;30;15;85;65;65;['Jynx']
Sneasel;['Dark', 'Ice'];['Inner Focus', 'Keen Eye'];NU;55;95;55;35;75;115;['Weavile']
Snorlax;['Normal'];['Immunity', 'Thick Fat'];OU;160;110;65;65;110;30;[]
Snorunt;['Ice'];['Ice Body', 'Inner Focus'];LC;50;50;50;50;50;50;['Froslass', 'Glalie']
Snover;['Grass', 'Ice'];['Snow Warning'];NUBL;60;62;50;62;60;40;['Abomasnow']
Snubbull;['Normal'];['Intimidate', 'Run Away'];LC;60;80;50;40;40;30;['Granbull']
Solrock;['Rock', 'Psychic'];['Levitate'];NU;70;95;85;55;65;70;[]
Spearow;['Normal', 'Flying'];['Keen Eye'];LC;40;60;30;31;31;70;['Fearow']
Spheal;['Ice', 'Water'];['Ice Body', 'Thick Fat'];LC;70;40;50;55;50;25;['Sealeo']
Spinarak;['Bug', 'Poison'];['Insomnia', 'Swarm'];LC;40;60;40;40;40;30;['Ariados']
Spinda;['Normal'];['Own Tempo', 'Tangled Feet'];NU;60;60;60;60;60;60;[]
Spiritomb;['Ghost', 'Dark'];['Pressure'];UU;50;92;108;92;108;35;[]
Spoink;['Psychic'];['Own Tempo', 'Thick Fat'];LC;60;25;35;70;80;60;['Grumpig']
Squirtle;['Water'];['Torrent'];LC;44;48;65;50;64;43;['Wartortle']
Stantler;['Normal'];['Frisk', 'Intimidate'];NU;73;95;62;85;65;85;[]
Staraptor;['Normal', 'Flying'];['Intimidate'];UUBL;85;120;70;50;50;100;[]
Staravia;['Normal', 'Flying'];['Intimidate'];;55;75;50;40;40;80;['Staraptor']
Starly;['Normal', 'Flying'];['Keen Eye'];LC;40;55;30;30;30;60;['Staravia']
Starmie;['Water', 'Psychic'];['Illuminate', 'Natural Cure'];OU;60;75;85;100;85;115;[]
Staryu;['Water'];['Illuminate', 'Natural Cure'];LC;30;45;55;70;55;85;['Starmie']
Steelix;['Steel', 'Ground'];['Rock Head', 'Sturdy'];UU;75;85;200;55;65;30;[]
Stunky;['Poison', 'Dark'];['Aftermath', 'Stench'];LC;63;63;47;41;41;74;['Skuntank']
Sudowoodo;['Rock'];['Rock Head', 'Sturdy'];NU;70;100;115;30;65;30;[]
Suicune;['Water'];['Pressure'];OU;100;75;115;90;115;85;[]
Sunflora;['Grass'];['Chlorophyll', 'Solar Power'];NU;75;75;55;105;85;30;[]
Sunkern;['Grass'];['Chlorophyll', 'Solar Power'];LC;30;30;30;30;30;30;['Sunflora']
Surskit;['Bug', 'Water'];['Swift Swim'];LC;40;30;32;50;52;65;['Masquerain']
Swablu;['Normal', 'Flying'];['Natural Cure'];LC;45;40;60;40;75;50;['Altaria']
Swalot;['Poison'];['Liquid Ooze', 'Sticky Hold'];NU;100;73;83;73;83;55;[]
Swampert;['Water', 'Ground'];['Torrent'];OU;100;110;90;85;90;60;[]
Swellow;['Normal', 'Flying'];['Guts'];UU;60;85;60;50;50;125;[]
Swinub;['Ice', 'Ground'];['Oblivious', 'Snow Cloak'];LC;50;50;40;30;30;50;['Piloswine']
Taillow;['Normal', 'Flying'];['Guts'];LC;40;55;30;30;30;85;['Swellow']
Tangela;['Grass'];['Chlorophyll', 'Leaf Guard'];NU;65;55;115;100;40;60;['Tangrowth']
Tangrowth;['Grass'];['Chlorophyll', 'Leaf Guard'];UU;100;100;125;110;50;50;[]
Tauros;['Normal'];['Anger Point', 'Intimidate'];NU;75;100;95;40;70;110;[]
Teddiursa;['Normal'];['Pickup', 'Quick Feet'];LC;60;80;50;50;50;40;['Ursaring']
Tentacool;['Water', 'Poison'];['Clear Body', 'Liquid Ooze'];LC;40;40;35;50;100;70;['Tentacruel']
Tentacruel;['Water', 'Poison'];['Clear Body', 'Liquid Ooze'];OU;80;70;65;80;120;100;[]
Togekiss;['Normal', 'Flying'];['Hustle', 'Serene Grace'];OU;85;50;95;120;115;80;[]
Togepi;['Normal'];['Hustle', 'Serene Grace'];LC;35;20;65;40;65;20;['Togetic']
Togetic;['Normal', 'Flying'];['Hustle', 'Serene Grace'];NU;55;40;85;80;105;40;['Togekiss']
Torchic;['Fire'];['Blaze'];LC;45;60;40;70;50;45;['Combusken']
Torkoal;['Fire'];['White Smoke'];NU;70;85;140;85;70;20;[]
Torterra;['Grass', 'Ground'];['Overgrow'];UU;95;109;105;75;85;56;[]
Totodile;['Water'];['Torrent'];LC;50;65;64;44;48;43;['Croconaw']
Toxicroak;['Poison', 'Fighting'];['Anticipation', 'Dry Skin'];UU;83;106;65;86;65;85;[]
Trapinch;['Ground'];['Arena Trap', 'Hyper Cutter'];NU;45;100;45;45;45;10;['Vibrava']
Treecko;['Grass'];['Overgrow'];LC;40;45;35;65;55;70;['Grovyle']
Tropius;['Grass', 'Flying'];['Chlorophyll', 'Solar Power'];NU;99;68;83;72;87;51;[]
Turtwig;['Grass'];['Overgrow'];LC;55;68;64;45;55;31;['Grotle']
Typhlosion;['Fire'];['Blaze'];NU;78;84;78;109;85;100;[]
Tyranitar;['Rock', 'Dark'];['Sand Stream'];OU;100;134;110;95;100;61;[]
Tyrogue;['Fighting'];['Guts', 'Steadfast'];LC;35;35;35;35;35;35;['Hitmonchan', 'Hitmonlee', 'Hitmontop']
Umbreon;['Dark'];['Synchronize'];OU;95;65;110;60;130;65;[]
Unown;['Psychic'];['Levitate'];NU;48;72;48;72;48;48;[]
Ursaring;['Normal'];['Guts', 'Quick Feet'];UU;90;130;75;75;75;55;[]
Uxie;['Psychic'];['Levitate'];UU;75;75;130;75;130;95;[]
Vaporeon;['Water'];['Water Absorb'];OU;130;65;60;110;95;65;[]
Venomoth;['Bug', 'Poison'];['Shield Dust', 'Tinted Lens'];NU;70;65;60;90;75;90;[]
Venonat;['Bug', 'Poison'];['Compound Eyes', 'Tinted Lens'];LC;60;55;50;40;55;45;['Venomoth']
Venusaur;['Grass', 'Poison'];['Overgrow'];UU;80;82;83;100;100;80;[]
Vespiquen;['Bug', 'Flying'];['Pressure'];NU;70;80;102;80;102;40;[]
Vibrava;['Ground', 'Dragon'];['Levitate'];;50;70;50;50;50;70;['Flygon']
Victreebel;['Grass', 'Poison'];['Chlorophyll'];NU;80;105;65;100;60;70;[]
Vigoroth;['Normal'];['Vital Spirit'];NU;80;80;80;55;55;90;['Slaking']
Vileplume;['Grass', 'Poison'];['Chlorophyll'];NU;75;80;85;100;90;50;[]
Volbeat;['Bug'];['Illuminate', 'Swarm'];NU;65;73;55;47;75;85;[]
Voltorb;['Electric'];['Soundproof', 'Static'];LC;40;30;50;55;55;100;['Electrode']
Vulpix;['Fire'];['Flash Fire'];LC;38;41;40;50;65;65;['Ninetales']
Wailmer;['Water'];['Oblivious', 'Water Veil'];LC;130;70;35;70;35;60;['Wailord']
Wailord;['Water'];['Oblivious', 'Water Veil'];NU;170;90;45;90;45;60;[]
Walrein;['Ice', 'Water'];['Ice Body', 'Thick Fat'];NU;110;80;90;95;90;65;[]
Wartortle;['Water'];['Torrent'];;59;63;80;65;80;58;['Blastoise']
Weavile;['Dark', 'Ice'];['Pressure'];OU;70;120;65;45;85;125;[]
Weedle;['Bug', 'Poison'];['Shield Dust'];LC;40;35;30;20;20;50;['Kakuna']
Weepinbell;['Grass', 'Poison'];['Chlorophyll'];;65;90;50;85;45;55;['Victreebel']
Weezing;['Poison'];['Levitate'];UU;65;90;120;85;70;60;[]
Whiscash;['Water', 'Ground'];['Anticipation', 'Oblivious'];NU;110;78;73;76;71;60;[]
Whismur;['Normal'];['Soundproof'];LC;64;51;23;51;23;28;['Loudred']
Wigglytuff;['Normal'];['Cute Charm'];NU;140;70;45;75;50;45;[]
Wingull;['Water', 'Flying'];['Keen Eye'];LC;40;30;30;55;30;85;['Pelipper']
Wobbuffet;['Psychic'];['Shadow Tag'];Uber;190;33;58;33;58;33;[]
Wooper;['Water', 'Ground'];['Damp', 'Water Absorb'];LC;55;45;45;25;25;15;['Quagsire']
Wormadam;['Bug', 'Grass'];['Anticipation'];NU;60;59;85;79;105;36;[]
Wormadam-Sandy;['Bug', 'Ground'];['Anticipation'];NU;60;79;105;59;85;36;[]
Wormadam-Trash;['Bug', 'Steel'];['Anticipation'];NU;60;69;95;69;95;36;[]
Wurmple;['Bug'];['Shield Dust'];LC;45;45;35;20;30;20;['Cascoon', 'Silcoon']
Wynaut;['Psychic'];['Shadow Tag'];Uber;95;23;48;23;48;23;['Wobbuffet']
Xatu;['Psychic', 'Flying'];['Early Bird', 'Synchronize'];NU;65;75;70;95;70;95;[]
Yanma;['Bug', 'Flying'];['Compound Eyes', 'Speed Boost'];NU;65;65;45;75;45;95;['Yanmega']
Yanmega;['Bug', 'Flying'];['Speed Boost', 'Tinted Lens'];UUBL;86;76;86;116;56;95;[]
Zangoose;['Normal'];['Immunity'];NU;73;115;60;60;60;90;[]
Zapdos;['Electric', 'Flying'];['Pressure'];OU;90;90;85;125;90;100;[]
Zigzagoon;['Normal'];['Pickup'];LC;38;30;41;30;41;60;['Linoone']
Zubat;['Poison', 'Flying'];['Inner Focus'];LC;40;45;35;30;40;55;['Golbat']
Syclar;['Ice', 'Bug'];['Compound Eyes', 'Snow Cloak'];CAP;40;76;45;74;39;91;['Syclant']
Syclant;['Ice', 'Bug'];['Compound Eyes', 'Ice Body', 'Mountaineer'];CAP;70;116;70;114;64;121;[]
Revenankh;['Ghost', 'Fighting'];['Air Lock', 'Shed Skin'];CAP;90;105;90;65;110;65;[]
Embirch;['Fire', 'Grass'];['Chlorophyll', 'Leaf Guard', 'Reckless'];CAP;60;40;55;65;40;60;['Flarelm']
Flarelm;['Fire', 'Grass'];['Battle Armor', 'Rock Head', 'White Smoke'];CAP;90;50;95;75;70;40;['Pyroak']
Pyroak;['Fire', 'Grass'];['Battle Armor', 'Rock Head', 'White Smoke'];CAP;120;70;105;95;90;60;[]
Fidgit;['Poison', 'Ground'];['Frisk', 'Persistent', 'Vital Spirit'];CAP;95;76;109;90;80;105;[]
Breezi;['Poison', 'Flying'];['Frisk', 'Own Tempo', 'Unburden'];CAP;50;46;69;60;50;75;['Fidgit']
Rebble;['Rock'];['Levitate', 'Sniper', 'Solid Rock'];CAP;45;25;65;75;55;80;['Tactite']
Tactite;['Rock'];['Levitate', 'Sniper', 'Technician'];CAP;70;40;65;100;65;95;['Stratagem']
Stratagem;['Rock'];['Levitate', 'Sniper', 'Technician'];CAP;90;60;65;120;70;130;[]
Privatyke;['Water', 'Fighting'];['Technician', 'Unaware'];CAP;45;25;65;75;55;80;['Arghonaut']
Arghonaut;['Water', 'Fighting'];['Technician', 'Unaware'];CAP;105;110;95;70;100;75;[]
Kitsunoh;['Steel', 'Ghost'];['Frisk', 'Iron Fist', 'Limber'];CAP;80;103;85;55;80;110;[]
Cyclohm;['Electric', 'Dragon'];['Damp', 'Shield Dust', 'Static'];CAP;108;60;118;112;70;80;[]
Colossoil;['Dark', 'Ground'];['Guts', 'Rebound'];CAP;133;122;72;71;72;95;[]
Krilowatt;['Electric', 'Water'];['Magic Guard', 'Minus', 'Trace'];CAP;151;84;73;83;74;105;[]
Voodoll;['Normal', 'Dark'];['Lightning Rod', 'Volt Absorb'];CAP;55;40;55;75;50;70;['Voodoom']
Voodoom;['Fighting', 'Dark'];['Lightning Rod', 'Volt Absorb'];CAP;90;85;80;105;80;110;[]
