Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Slakoth;['Normal'];['Truant'];LC;60;60;60;35;35;30;['Vigoroth']
Slowbro;['Water', 'Psychic'];['Oblivious', 'Own Tempo'];UUBL;95;75;110;100;80;30;[]
Slowking;['Water', 'Psychic'];['Oblivious', 'Own Tempo'];UU;95;75;80;100;110;30;[]
Slowpoke;['Water', 'Psychic'];['Oblivious', 'Own Tempo'];LC;90;65;65;40;40;15;['Slowbro', 'Slowking']
Slugma;['Fire'];['Flame Body', 'Magma Armor'];LC;40;40;40;70;40;20;['Magcargo']
Smeargle;['Normal'];['Own Tempo'];UUBL;55;20;35;20;45;75;[]
Smoochum;['Ice', 'Psychic'];['Oblivious'];LC;45;30;15;85;65;65;['Jynx']
Sneasel;['Dark', 'Ice'];['Inner Focus', 'Keen Eye'];UU;55;95;55;35;75;115;[]
Snorlax;['Normal'];['Immunity', 'Thick Fat'];OU;160;110;65;65;110;30;[]
Snorunt;['Ice'];['Inner Focus'];LC;50;50;50;50;50;50;['Glalie']
Snubbull;['Normal'];['Intimidate', 'Run Away'];LC;60;80;50;40;40;30;['Granbull']
Solrock;['Rock', 'Psychic'];['Levitate'];UU;70;95;85;55;65;70;[]
Spearow;['Normal', 'Flying'];['Keen Eye'];LC;40;60;30;31;31;70;['Fearow']
Spheal;['Ice', 'Water'];['Thick Fat'];LC;70;40;50;55;50;25;['Sealeo']
Spinarak;['Bug', 'Poison'];['Insomnia', 'Swarm'];LC;40;60;40;40;40;30;['Ariados']
Spinda;['Normal'];['Own Tempo'];NU;60;60;60;60;60;60;[]
Spoink;['Psychic'];['Own Tempo', 'Thick Fat'];LC;60;25;35;70;80;60;['Grumpig']
Squirtle;['Water'];['Torrent'];LC;44;48;65;50;64;43;['Wartortle']
Stantler;['Normal'];['Intimidate'];UU;73;95;62;85;65;85;[]
Starmie;['Water', 'Psychic'];['Illuminate', 'Natural Cure'];OU;60;75;85;100;85;115;[]
Staryu;['Water'];['Illuminate', 'Natural Cure'];NU;30;45;55;70;55;85;['Starmie']
Steelix;['Steel', 'Ground'];['Rock Head', 'Sturdy'];UUBL;75;85;200;55;65;30;[]
Sudowoodo;['Rock'];['Rock Head', 'Sturdy'];NU;70;100;115;30;65;30;[]
Suicune;['Water'];['Pressure'];OU;100;75;115;90;115;85;[]
Sunflora;['Grass'];['Chlorophyll'];NU;75;75;55;105;85;30;[]
Sunkern;['Grass'];['Chlorophyll'];LC;30;30;30;30;30;30;['Sunflora']
Surskit;['Bug', 'Water'];['Swift Swim'];LC;40;30;32;50;52;65;['Masquerain']
Swablu;['Normal', 'Flying'];['Natural Cure'];LC;45;40;60;40;75;50;['Altaria']
Swalot;['Poison'];['Liquid Ooze', 'Sticky Hold'];NU;100;73;83;73;83;55;[]
Swampert;['Water', 'Ground'];['Torrent'];OU;100;110;90;85;90;60;[]
Swellow;['Normal', 'Flying'];['Guts'];UUBL;60;85;60;50;50;125;[]
Swinub;['Ice', 'Ground'];['Oblivious'];LC;50;50;40;30;30;50;['Piloswine']
Taillow;['Normal', 'Flying'];['Guts'];LC;40;55;30;30;30;85;['Swellow']
Tangela;['Grass'];['Chlorophyll'];NU;65;55;115;100;40;60;[]
Tauros;['Normal'];['Intimidate'];UUBL;75;100;95;40;70;110;[]
Teddiursa;['Normal'];['Pickup'];LC;60;80;50;50;50;40;['Ursaring']
Tentacool;['Water', 'Poison'];['Clear Body', 'Liquid Ooze'];LC;40;40;35;50;100;70;['Tentacruel']
Tentacruel;['Water', 'Poison'];['Clear Body', 'Liquid Ooze'];UU;80;70;65;80;120;100;[]
Togepi;['Normal'];['Hustle', 'Serene Grace'];LC;35;20;65;40;65;20;['Togetic']
Togetic;['Normal', 'Flying'];['Hustle', 'Serene Grace'];NU;55;40;85;80;105;40;[]
Torchic;['Fire'];['Blaze'];LC;45;60;40;70;50;45;['Combusken']
Torkoal;['Fire'];['White Smoke'];NU;70;85;140;85;70;20;[]
Totodile;['Water'];['Torrent'];LC;50;65;64;44;48;43;['Croconaw']
Trapinch;['Ground'];['Arena Trap', 'Hyper Cutter'];NU;45;100;45;45;45;10;['Vibrava']
Treecko;['Grass'];['Overgrow'];LC;40;45;35;65;55;70;['Grovyle']
Tropius;['Grass', 'Flying'];['Chlorophyll'];NU;99;68;83;72;87;51;[]
Typhlosion;['Fire'];['Blaze'];UUBL;78;84;78;109;85;100;[]
Tyranitar;['Rock', 'Dark'];['Sand Stream'];OU;100;134;110;95;100;61;[]
Tyrogue;['Fighting'];['Guts'];LC;35;35;35;35;35;35;['Hitmonchan', 'Hitmonlee', 'Hitmontop']
Umbreon;['Dark'];['Synchronize'];UUBL;95;65;110;60;130;65;[]
Unown;['Psychic'];['Levitate'];NU;48;72;48;72;48;48;[]
Ursaring;['Normal'];['Guts'];UUBL;90;130;75;75;75;55;[]
Vaporeon;['Water'];['Water Absorb'];UUBL;130;65;60;110;95;65;[]
Venomoth;['Bug', 'Poison'];['Shield Dust'];NU;70;65;60;90;75;90;[]
Venonat;['Bug', 'Poison'];['Compound Eyes'];LC;60;55;50;40;55;45;['Venomoth']
Venusaur;['Grass', 'Poison'];['Overgrow'];UUBL;80;82;83;100;100;80;[]
Vibrava;['Ground', 'Dragon'];['Levitate'];;50;70;50;50;50;70;['Flygon']
Victreebel;['Grass', 'Poison'];['Chlorophyll'];UU;80;105;65;100;60;70;[]
Vigoroth;['Normal'];['Vital Spirit'];NU;80;80;80;55;55;90;['Slaking']
Vileplume;['Grass', 'Poison'];['Chlorophyll'];UU;75;80;85;100;90;50;[]
Volbeat;['Bug'];['Illuminate', 'Swarm'];NU;65;73;55;47;75;85;[]
Voltorb;['Electric'];['Soundproof', 'Static'];NU;40;30;50;55;55;100;['Electrode']
Vulpix;['Fire'];['Flash Fire'];LC;38;41;40;50;65;65;['Ninetales']
Wailmer;['Water'];['Oblivious', 'Water Veil'];LC;130;70;35;70;35;60;['Wailord']
Wailord;['Water'];['Oblivious', 'Water Veil'];NU;170;90;45;90;45;60;[]
Walrein;['Ice', 'Water'];['Thick Fat'];UU;110;80;90;95;90;65;[]
Wartortle;['Water'];['Torrent'];NU;59;63;80;65;80;58;['Blastoise']
Weedle;['Bug', 'Poison'];['Shield Dust'];LC;40;35;30;20;20;50;['Kakuna']
Weepinbell;['Grass', 'Poison'];['Chlorophyll'];NU;65;90;50;85;45;55;['Victreebel']
Weezing;['Poison'];['Levitate'];UUBL;65;90;120;85;70;60;[]
Whiscash;['Water', 'Ground'];['Oblivious'];NU;110;78;73;76;71;60;[]
Whismur;['Normal'];['Soundproof'];LC;64;51;23;51;23;28;['Loudred']
Wigglytuff;['Normal'];['Cute Charm'];NU;140;70;45;75;50;45;[]
Wingull;['Water', 'Flying'];['Keen Eye'];LC;40;30;30;55;30;85;['Pelipper']
Wobbuffet;['Psychic'];['Shadow Tag'];Uber;190;33;58;33;58;33;[]
Wooper;['Water', 'Ground'];['Damp', 'Water Absorb'];LC;55;45;45;25;25;15;['Quagsire']
Wurmple;['Bug'];['Shield Dust'];LC;45;45;35;20;30;20;['Cascoon', 'Silcoon']
Wynaut;['Psychic'];['Shadow Tag'];Uber;95;23;48;23;48;23;['Wobbuffet']
Xatu;['Psychic', 'Flying'];['Early Bird', 'Synchronize'];UU;65;75;70;95;70;95;[]
Yanma;['Bug', 'Flying'];['Compound Eyes', 'Speed Boost'];NU;65;65;45;75;45;95;[]
Zangoose;['Normal'];['Immunity'];UUBL;73;115;60;60;60;90;[]
Zapdos;['Electric', 'Flying'];['Pressure'];OU;90;90;85;125;90;100;[]
Zigzagoon;['Normal'];['Pickup'];;38;30;41;30;41;60;['Linoone']
Zubat;['Poison', 'Flying'];['Inner Focus'];LC;40;45;35;30;40;55;['Golbat']
