Name;Types;Abilities;Tier;HP;Attack;Defense;Special Attack;Special Defense;Speed;Next Evolution(s)
Jellicent;['Water', 'Ghost'];['Cursed Body', 'Damp', 'Water Absorb'];OU;100;60;70;85;105;60;[]
Jigglypuff;['Normal'];['Cute Charm', 'Friend Guard'];;115;45;20;45;25;20;['Wigglytuff']
Jirachi;['Steel', 'Psychic'];['Serene Grace'];OU;100;100;100;100;100;100;[]
Jolteon;['Electric'];['Quick Feet', 'Volt Absorb'];OU;65;65;60;110;95;130;[]
Joltik;['Bug', 'Electric'];['Compound Eyes', 'Swarm', 'Unnerve'];LC;50;47;50;57;50;65;['Galvantula']
Jumpluff;['Grass', 'Flying'];['Chlorophyll', 'Infiltrator', 'Leaf Guard'];NU;75;55;70;55;85;110;[]
Jynx;['Ice', 'Psychic'];['Dry Skin', 'Forewarn', 'Oblivious'];NUBL;65;50;35;115;95;95;[]
Kabuto;['Rock', 'Water'];['Battle Armor', 'Swift Swim', 'Weak Armor'];LC;30;80;90;55;45;55;['Kabutops']
Kabutops;['Rock', 'Water'];['Battle Armor', 'Swift Swim', 'Weak Armor'];RU;60;115;105;65;70;80;[]
Kadabra;['Psychic'];['Inner Focus', 'Magic Guard', 'Synchronize'];NU;40;35;30;120;70;105;['Alakazam']
Kakuna;['Bug', 'Poison'];['Shed Skin'];;45;25;50;25;25;35;['Beedrill']
Kangaskhan;['Normal'];['Early Bird', 'Inner Focus', 'Scrappy'];NU;105;95;80;40;80;90;[]
Karrablast;['Bug'];['No Guard', 'Shed Skin', 'Swarm'];LC;50;75;45;40;45;60;['Escavalier']
Kecleon;['Normal'];['Color Change'];NU;60;90;70;60;120;40;[]
Keldeo;['Water', 'Fighting'];['Justified'];OU;91;72;90;129;90;108;[]
Kingdra;['Water', 'Dragon'];['Damp', 'Sniper', 'Swift Swim'];UU;75;95;95;95;95;85;[]
Kingler;['Water'];['Hyper Cutter', 'Sheer Force', 'Shell Armor'];NU;55;130;115;50;50;75;[]
Kirlia;['Psychic'];['Synchronize', 'Telepathy', 'Trace'];;38;35;35;65;55;50;['Gallade', 'Gardevoir']
Klang;['Steel'];['Clear Body', 'Minus', 'Plus'];;60;80;95;70;85;50;['Klinklang']
Klink;['Steel'];['Clear Body', 'Minus', 'Plus'];LC;40;55;70;45;60;30;['Klang']
Klinklang;['Steel'];['Clear Body', 'Minus', 'Plus'];RU;60;100;115;70;85;90;[]
Koffing;['Poison'];['Levitate'];LC;40;65;95;60;45;35;['Weezing']
Krabby;['Water'];['Hyper Cutter', 'Sheer Force', 'Shell Armor'];LC;30;105;90;25;25;50;['Kingler']
Kricketot;['Bug'];['Run Away', 'Shed Skin'];LC;37;25;41;25;41;25;['Kricketune']
Kricketune;['Bug'];['Swarm', 'Technician'];NU;77;85;51;55;51;65;[]
Krokorok;['Ground', 'Dark'];['Anger Point', 'Intimidate', 'Moxie'];;60;82;45;45;45;74;['Krookodile']
Krookodile;['Ground', 'Dark'];['Anger Point', 'Intimidate', 'Moxie'];UU;95;117;70;65;70;92;[]
Kyogre;['Water'];['Drizzle'];Uber;100;100;90;150;140;90;[]
Kyurem;['Dragon', 'Ice'];['Pressure'];UUBL;125;130;90;130;90;95;['Kyurem-Black', 'Kyurem-White']
Kyurem-Black;['Dragon', 'Ice'];['Teravolt'];OU;125;170;100;120;90;95;[]
Kyurem-White;['Dragon', 'Ice'];['Turboblaze'];Uber;125;120;90;170;100;95;[]
Lairon;['Steel', 'Rock'];['Heavy Metal', 'Rock Head', 'Sturdy'];NU;60;90;140;50;50;40;['Aggron']
Lampent;['Ghost', 'Fire'];['Flame Body', 'Flash Fire'];NU;60;40;60;95;60;55;['Chandelure']
Landorus;['Ground', 'Flying'];['Sand Force', 'Sheer Force'];Uber;89;125;90;115;80;101;['Landorus-Therian']
Landorus-Therian;['Ground', 'Flying'];['Intimidate'];OU;89;145;90;105;80;91;[]
Lanturn;['Water', 'Electric'];['Illuminate', 'Volt Absorb', 'Water Absorb'];RU;125;58;58;76;76;67;[]
Lapras;['Water', 'Ice'];['Hydration', 'Shell Armor', 'Water Absorb'];NU;130;85;80;85;95;60;[]
Larvesta;['Bug', 'Fire'];['Flame Body', 'Swarm'];LC;55;85;55;50;55;60;['Volcarona']
Larvitar;['Rock', 'Ground'];['Guts', 'Sand Veil'];LC;50;64;50;45;50;41;['Pupitar']
Latias;['Dragon', 'Psychic'];['Levitate'];OU;80;80;90;110;130;110;[]
Latios;['Dragon', 'Psychic'];['Levitate'];OU;80;90;80;130;110;110;[]
Leafeon;['Grass'];['Chlorophyll', 'Leaf Guard'];NU;65;110;130;60;65;95;[]
Leavanny;['Bug', 'Grass'];['Chlorophyll', 'Overcoat', 'Swarm'];NU;75;103;80;70;70;92;[]
Ledian;['Bug', 'Flying'];['Early Bird', 'Iron Fist', 'Swarm'];NU;55;35;50;55;110;85;[]
Ledyba;['Bug', 'Flying'];['Early Bird', 'Rattled', 'Swarm'];LC;40;20;30;40;80;55;['Ledian']
Lickilicky;['Normal'];['Cloud Nine', 'Oblivious', 'Own Tempo'];NU;110;85;95;80;95;50;[]
Lickitung;['Normal'];['Cloud Nine', 'Oblivious', 'Own Tempo'];LC;90;55;75;60;75;30;['Lickilicky']
Liepard;['Dark'];['Limber', 'Prankster', 'Unburden'];NU;64;88;50;88;50;106;[]
Lileep;['Rock', 'Grass'];['Storm Drain', 'Suction Cups'];LC;66;41;77;61;87;23;['Cradily']
Lilligant;['Grass'];['Chlorophyll', 'Leaf Guard', 'Own Tempo'];RU;70;60;75;110;75;90;[]
Lillipup;['Normal'];['Pickup', 'Run Away', 'Vital Spirit'];LC;45;60;45;25;45;55;['Herdier']
Linoone;['Normal'];['Gluttony', 'Pickup', 'Quick Feet'];NU;78;70;61;50;61;100;[]
Litwick;['Ghost', 'Fire'];['Flame Body', 'Flash Fire'];LC;50;30;55;65;55;20;['Lampent']
Lombre;['Water', 'Grass'];['Own Tempo', 'Rain Dish', 'Swift Swim'];;60;50;50;60;70;50;['Ludicolo']
Lopunny;['Normal'];['Cute Charm', 'Klutz', 'Limber'];NU;65;76;84;54;96;105;[]
Lotad;['Water', 'Grass'];['Own Tempo', 'Rain Dish', 'Swift Swim'];LC;40;30;30;40;50;30;['Lombre']
Loudred;['Normal'];['Scrappy', 'Soundproof'];;84;71;43;71;43;48;['Exploud']
Lucario;['Fighting', 'Steel'];['Inner Focus', 'Justified', 'Steadfast'];OU;70;110;70;115;70;90;[]
Ludicolo;['Water', 'Grass'];['Own Tempo', 'Rain Dish', 'Swift Swim'];NU;80;70;70;90;100;70;[]
Lugia;['Psychic', 'Flying'];['Multiscale', 'Pressure'];Uber;106;90;130;90;154;110;[]
Lumineon;['Water'];['Storm Drain', 'Swift Swim', 'Water Veil'];NU;69;69;76;69;86;91;[]
Lunatone;['Rock', 'Psychic'];['Levitate'];NU;70;55;65;95;85;70;[]
Luvdisc;['Water'];['Hydration', 'Swift Swim'];NU;43;30;55;40;65;97;[]
Luxio;['Electric'];['Guts', 'Intimidate', 'Rivalry'];;60;85;49;60;49;60;['Luxray']
Luxray;['Electric'];['Guts', 'Intimidate', 'Rivalry'];NU;80;120;79;95;79;70;[]
Machamp;['Fighting'];['Guts', 'No Guard', 'Steadfast'];UU;90;130;80;65;85;55;[]
Machoke;['Fighting'];['Guts', 'No Guard', 'Steadfast'];NU;80;100;70;50;60;45;['Machamp']
Machop;['Fighting'];['Guts', 'No Guard', 'Steadfast'];LC;70;80;50;35;35;35;['Machoke']
Magby;['Fire'];['Flame Body', 'Vital Spirit'];LC;45;75;37;70;55;83;['Magmar']
Magcargo;['Fire', 'Rock'];['Flame Body', 'Magma Armor', 'Weak Armor'];NU;50;50;120;80;80;30;[]
Magikarp;['Water'];['Rattled', 'Swift Swim'];LC;20;10;55;15;20;80;['Gyarados']
Magmar;['Fire'];['Flame Body', 'Vital Spirit'];;65;95;57;100;85;93;['Magmortar']
Magmortar;['Fire'];['Flame Body', 'Vital Spirit'];RU;75;95;67;125;95;83;[]
Magnemite;['Electric', 'Steel'];['Analytic', 'Magnet Pull', 'Sturdy'];LC;25;35;70;95;55;45;['Magneton']
Magneton;['Electric', 'Steel'];['Analytic', 'Magnet Pull', 'Sturdy'];RU;50;60;95;120;70;70;['Magnezone']
Magnezone;['Electric', 'Steel'];['Analytic', 'Magnet Pull', 'Sturdy'];OU;70;70;115;130;90;60;[]
Makuhita;['Fighting'];['Guts', 'Sheer Force', 'Thick Fat'];LC;72;60;30;20;30;25;['Hariyama']
Mamoswine;['Ice', 'Ground'];['Oblivious', 'Snow Cloak', 'Thick Fat'];OU;110;130;80;70;60;80;[]
Manaphy;['Water'];['Hydration'];Uber;100;100;100;100;100;100;[]
Mandibuzz;['Dark', 'Flying'];['Big Pecks', 'Overcoat', 'Weak Armor'];NU;110;65;105;55;95;80;[]
Manectric;['Electric'];['Lightning Rod', 'Minus', 'Static'];RU;70;75;60;105;60;105;[]
Mankey;['Fighting'];['Anger Point', 'Defiant', 'Vital Spirit'];LC;40;80;35;35;45;70;['Primeape']
Mantine;['Water', 'Flying'];['Swift Swim', 'Water Absorb', 'Water Veil'];NU;65;40;70;80;140;70;[]
Mantyke;['Water', 'Flying'];['Swift Swim', 'Water Absorb', 'Water Veil'];LC;45;20;50;60;120;50;['Mantine']
Maractus;['Grass'];['Chlorophyll', 'Storm Drain', 'Water Absorb'];NU;75;86;67;106;67;60;[]
Mareep;['Electric'];['Plus', 'Static'];LC;55;40;40;65;45;35;['Flaaffy']
Marill;['Water'];['Huge Power', 'Sap Sipper', 'Thick Fat'];;70;20;50;20;50;40;['Azumarill']
Marowak;['Ground'];['Battle Armor', 'Lightning Rod', 'Rock Head'];NU;60;80;110;50;80;45;[]
Marshtomp;['Water', 'Ground'];['Damp', 'Torrent'];;70;85;70;60;70;50;['Swampert']
Masquerain;['Bug', 'Flying'];['Intimidate', 'Unnerve'];NU;70;60;62;80;82;60;[]
Mawile;['Steel'];['Hyper Cutter', 'Intimidate', 'Sheer Force'];NU;50;85;85;55;55;50;[]
Medicham;['Fighting', 'Psychic'];['Pure Power', 'Telepathy'];RU;60;60;75;60;75;80;[]
Meditite;['Fighting', 'Psychic'];['Pure Power', 'Telepathy'];;30;40;55;40;55;60;['Medicham']
Meganium;['Grass'];['Overgrow'];NU;80;82;100;83;100;80;[]
Meloetta;['Normal', 'Psychic'];['Serene Grace'];UU;100;77;77;128;128;90;[]
Meloetta-Pirouette;['Normal', 'Fighting'];['Serene Grace'];UU;100;128;90;77;77;128;[]
Meowth;['Normal'];['Pickup', 'Technician', 'Unnerve'];LC;40;45;35;40;40;90;['Persian']
Mesprit;['Psychic'];['Levitate'];RU;80;105;105;105;105;80;[]
Metagross;['Steel', 'Psychic'];['Clear Body', 'Light Metal'];OU;80;135;130;95;90;70;[]
Metang;['Steel', 'Psychic'];['Clear Body', 'Light Metal'];NU;60;75;100;55;80;50;['Metagross']
Metapod;['Bug'];['Shed Skin'];;50;20;55;25;25;30;['Butterfree']
Mew;['Psychic'];['Synchronize'];UU;100;100;100;100;100;100;[]
Mewtwo;['Psychic'];['Pressure', 'Unnerve'];Uber;106;110;90;154;90;130;[]
Mienfoo;['Fighting'];['Inner Focus', 'Reckless', 'Regenerator'];LC;45;85;50;55;50;65;['Mienshao']
Mienshao;['Fighting'];['Inner Focus', 'Reckless', 'Regenerator'];UU;65;125;60;95;60;105;[]
Mightyena;['Dark'];['Intimidate', 'Moxie', 'Quick Feet'];NU;70;90;70;60;60;70;[]
Milotic;['Water'];['Cute Charm', 'Marvel Scale'];UU;95;60;79;100;125;81;[]
Miltank;['Normal'];['Sap Sipper', 'Scrappy', 'Thick Fat'];NU;95;80;105;40;70;100;[]
Mime Jr.;['Psychic'];['Filter', 'Soundproof', 'Technician'];LC;20;25;45;70;90;60;['Mr. Mime']
Minccino;['Normal'];['Cute Charm', 'Skill Link', 'Technician'];LC;55;50;40;40;40;75;['Cinccino']
Minun;['Electric'];['Minus'];NU;60;40;50;75;85;95;[]
Misdreavus;['Ghost'];['Levitate'];NU;60;60;60;85;85;85;['Mismagius']
Mismagius;['Ghost'];['Levitate'];UU;60;60;60;105;105;105;[]
Moltres;['Fire', 'Flying'];['Pressure'];RU;90;100;90;125;85;90;[]
Monferno;['Fire', 'Fighting'];['Blaze', 'Iron Fist'];;64;78;52;78;52;81;['Infernape']
Mothim;['Bug', 'Flying'];['Swarm', 'Tinted Lens'];NU;70;94;50;94;50;66;[]
Mr. Mime;['Psychic'];['Filter', 'Soundproof', 'Technician'];NU;40;45;65;100;120;90;[]
Mudkip;['Water'];['Damp', 'Torrent'];LC;50;70;50;50;50;40;['Marshtomp']
Muk;['Poison'];['Poison Touch', 'Stench', 'Sticky Hold'];NU;105;105;75;65;100;50;[]
Munchlax;['Normal'];['Gluttony', 'Pickup', 'Thick Fat'];NU;135;85;40;40;85;5;['Snorlax']
Munna;['Psychic'];['Forewarn', 'Synchronize', 'Telepathy'];LC;76;25;45;67;55;24;['Musharna']
Murkrow;['Dark', 'Flying'];['Insomnia', 'Prankster', 'Super Luck'];NU;60;85;42;85;42;91;['Honchkrow']
Musharna;['Psychic'];['Forewarn', 'Synchronize', 'Telepathy'];NU;116;55;85;107;95;29;[]
Natu;['Psychic', 'Flying'];['Early Bird', 'Magic Bounce', 'Synchronize'];NU;40;50;45;70;45;70;['Xatu']
Nidoking;['Poison', 'Ground'];['Poison Point', 'Rivalry', 'Sheer Force'];UU;81;92;77;85;75;85;[]
Nidoqueen;['Poison', 'Ground'];['Poison Point', 'Rivalry', 'Sheer Force'];UU;90;82;87;75;85;76;[]
Nidoran-F;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];LC;55;47;52;40;40;41;['Nidorina']
Nidoran-M;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];LC;46;57;40;40;40;50;['Nidorino']
Nidorina;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];;70;62;67;55;55;56;['Nidoqueen']
Nidorino;['Poison'];['Hustle', 'Poison Point', 'Rivalry'];;61;72;57;55;55;65;['Nidoking']
Nincada;['Bug', 'Ground'];['Compound Eyes', 'Run Away'];LC;31;45;90;30;30;40;['Ninjask', 'Shedinja']
Ninetales;['Fire'];['Drought', 'Flash Fire'];OU;73;76;75;81;100;100;[]
Ninjask;['Bug', 'Flying'];['Infiltrator', 'Speed Boost'];NU;61;90;45;50;50;160;[]
Noctowl;['Normal', 'Flying'];['Insomnia', 'Keen Eye', 'Tinted Lens'];NU;100;50;50;76;96;70;[]
Nosepass;['Rock'];['Magnet Pull', 'Sand Force', 'Sturdy'];LC;30;45;135;45;90;30;['Probopass']
Numel;['Fire', 'Ground'];['Oblivious', 'Own Tempo', 'Simple'];LC;60;60;40;65;45;35;['Camerupt']
Nuzleaf;['Grass', 'Dark'];['Chlorophyll', 'Early Bird', 'Pickpocket'];;70;70;40;60;40;60;['Shiftry']
Octillery;['Water'];['Moody', 'Sniper', 'Suction Cups'];NU;75;105;75;105;75;45;[]
Oddish;['Grass', 'Poison'];['Chlorophyll', 'Run Away'];LC;45;50;55;75;65;30;['Gloom']
Omanyte;['Rock', 'Water'];['Shell Armor', 'Swift Swim', 'Weak Armor'];LC;35;40;100;90;55;35;['Omastar']
Omastar;['Rock', 'Water'];['Shell Armor', 'Swift Swim', 'Weak Armor'];RU;70;60;125;115;70;55;[]
Onix;['Rock', 'Ground'];['Rock Head', 'Sturdy', 'Weak Armor'];LC;35;45;160;30;45;70;['Steelix']
Oshawott;['Water'];['Shell Armor', 'Torrent'];LC;55;55;45;63;45;45;['Dewott']
Pachirisu;['Electric'];['Pickup', 'Run Away', 'Volt Absorb'];NU;60;45;70;45;90;95;[]
Palkia;['Water', 'Dragon'];['Pressure', 'Telepathy'];Uber;90;120;100;150;120;100;[]
Palpitoad;['Water', 'Ground'];['Hydration', 'Swift Swim', 'Water Absorb'];;75;65;55;65;55;69;['Seismitoad']
Panpour;['Water'];['Gluttony', 'Torrent'];LC;50;53;48;53;48;64;['Simipour']
Pansage;['Grass'];['Gluttony', 'Overgrow'];LC;50;53;48;53;48;64;['Simisage']
Pansear;['Fire'];['Blaze', 'Gluttony'];LC;50;53;48;53;48;64;['Simisear']
Paras;['Bug', 'Grass'];['Damp', 'Dry Skin', 'Effect Spore'];LC;35;70;55;45;55;25;['Parasect']
Parasect;['Bug', 'Grass'];['Damp', 'Dry Skin', 'Effect Spore'];NU;60;95;80;60;80;30;[]
Patrat;['Normal'];['Analytic', 'Keen Eye', 'Run Away'];LC;45;55;39;35;39;42;['Watchog']
Pawniard;['Dark', 'Steel'];['Defiant', 'Inner Focus', 'Pressure'];LC;45;85;70;40;40;60;['Bisharp']
Pelipper;['Water', 'Flying'];['Keen Eye', 'Rain Dish'];NU;60;50;100;85;70;65;[]
Persian;['Normal'];['Limber', 'Technician', 'Unnerve'];NU;65;70;60;65;65;115;[]
Petilil;['Grass'];['Chlorophyll', 'Leaf Guard', 'Own Tempo'];LC;45;35;50;70;50;30;['Lilligant']
Phanpy;['Ground'];['Pickup', 'Sand Veil'];LC;90;60;60;40;40;40;['Donphan']
Phione;['Water'];['Hydration'];NU;80;80;80;80;80;80;[]
Pichu;['Electric'];['Lightning Rod', 'Static'];LC;20;40;15;35;35;60;['Pikachu']
Pidgeot;['Normal', 'Flying'];['Big Pecks', 'Keen Eye', 'Tangled Feet'];NU;83;80;75;70;70;91;[]
Pidgeotto;['Normal', 'Flying'];['Big Pecks', 'Keen Eye', 'Tangled Feet'];;63;60;55;50;50;71;['Pidgeot']
Pidgey;['Normal', 'Flying'];['Big Pecks', 'Keen Eye', 'Tangled Feet'];LC;40;45;40;35;35;56;['Pidgeotto']
Pidove;['Normal', 'Flying'];['Big Pecks', 'Rivalry', 'Super Luck'];LC;50;55;50;36;30;43;['Tranquill']
Pignite;['Fire', 'Fighting'];['Blaze', 'Thick Fat'];;90;93;55;70;55;55;['Emboar']
Pikachu;['Electric'];['Lightning Rod', 'Static'];NU;35;55;30;50;40;90;['Raichu']
Piloswine;['Ice', 'Ground'];['Oblivious', 'Snow Cloak', 'Thick Fat'];NU;100;100;80;60;60;50;['Mamoswine']
Pineco;['Bug'];['Overcoat', 'Sturdy'];LC;50;65;90;35;35;15;['Forretress']
Pinsir;['Bug'];['Hyper Cutter', 'Mold Breaker', 'Moxie'];NU;65;125;100;55;70;85;[]
Piplup;['Water'];['Defiant', 'Torrent'];LC;53;51;53;61;56;40;['Prinplup']
Plusle;['Electric'];['Plus'];NU;60;50;40;85;75;95;[]
Politoed;['Water'];['Damp', 'Drizzle', 'Water Absorb'];OU;90;75;75;90;100;70;[]
Poliwag;['Water'];['Damp', 'Swift Swim', 'Water Absorb'];LC;40;50;40;40;40;90;['Poliwhirl']
Poliwhirl;['Water'];['Damp', 'Swift Swim', 'Water Absorb'];;65;65;65;50;50;90;['Politoed', 'Poliwrath']
Poliwrath;['Water', 'Fighting'];['Damp', 'Swift Swim', 'Water Absorb'];RU;90;85;95;70;90;70;[]
Ponyta;['Fire'];['Flame Body', 'Flash Fire', 'Run Away'];LC;50;85;55;65;65;90;['Rapidash']
Poochyena;['Dark'];['Quick Feet', 'Rattled', 'Run Away'];LC;35;55;35;30;30;35;['Mightyena']
Porygon;['Normal'];['Analytic', 'Download', 'Trace'];LC;65;60;70;85;75;40;['Porygon2']
Porygon-Z;['Normal'];['Adaptability', 'Analytic', 'Download'];UU;85;80;70;135;75;90;[]
Porygon2;['Normal'];['Analytic', 'Download', 'Trace'];UU;85;80;90;105;95;60;['Porygon-Z']
Primeape;['Fighting'];['Anger Point', 'Defiant', 'Vital Spirit'];NU;65;105;60;60;70;95;[]
Prinplup;['Water'];['Defiant', 'Torrent'];;64;66;68;81;76;50;['Empoleon']
Probopass;['Rock', 'Steel'];['Magnet Pull', 'Sand Force', 'Sturdy'];NU;60;55;145;75;150;40;[]
Psyduck;['Water'];['Cloud Nine', 'Damp', 'Swift Swim'];LC;50;52;48;65;50;55;['Golduck']
Pupitar;['Rock', 'Ground'];['Shed Skin'];;70;84;70;65;70;51;['Tyranitar']
Purrloin;['Dark'];['Limber', 'Prankster', 'Unburden'];LC;41;50;37;50;37;66;['Liepard']
Purugly;['Normal'];['Defiant', 'Own Tempo', 'Thick Fat'];NU;71;82;64;64;59;112;[]
Quagsire;['Water', 'Ground'];['Damp', 'Unaware', 'Water Absorb'];RU;95;85;85;65;65;35;[]
Quilava;['Fire'];['Blaze'];;58;64;58;80;65;80;['Typhlosion']
Qwilfish;['Water', 'Poison'];['Intimidate', 'Poison Point', 'Swift Swim'];RU;65;95;75;55;55;85;[]
Raichu;['Electric'];['Lightning Rod', 'Static'];NU;60;90;55;90;80;100;[]
Raikou;['Electric'];['Pressure'];UU;90;85;75;115;100;115;[]
Ralts;['Psychic'];['Synchronize', 'Telepathy', 'Trace'];LC;28;25;25;45;35;40;['Kirlia']
Rampardos;['Rock'];['Mold Breaker', 'Sheer Force'];NU;97;165;60;65;50;58;[]
Rapidash;['Fire'];['Flame Body', 'Flash Fire', 'Run Away'];NU;65;100;70;80;80;105;[]
Raticate;['Normal'];['Guts', 'Hustle', 'Run Away'];NU;55;81;60;50;70;97;[]
Rattata;['Normal'];['Guts', 'Hustle', 'Run Away'];LC;30;56;35;25;35;72;['Raticate']
Rayquaza;['Dragon', 'Flying'];['Air Lock'];Uber;105;150;90;150;90;95;[]
Regice;['Ice'];['Clear Body'];NU;80;50;100;100;200;50;[]
Regigigas;['Normal'];['Slow Start'];NU;110;160;110;80;110;100;[]
Regirock;['Rock'];['Clear Body'];NU;80;100;200;50;100;50;[]
Registeel;['Steel'];['Clear Body'];UU;80;75;150;75;150;50;[]
Relicanth;['Water', 'Rock'];['Rock Head', 'Sturdy', 'Swift Swim'];NU;100;90;130;45;65;55;[]
Remoraid;['Water'];['Hustle', 'Moody', 'Sniper'];LC;35;65;35;65;35;65;['Octillery']
Reshiram;['Dragon', 'Fire'];['Turboblaze'];Uber;100;120;100;150;120;90;[]
Reuniclus;['Psychic'];['Magic Guard', 'Overcoat', 'Regenerator'];OU;110;65;75;125;85;30;[]
Rhydon;['Ground', 'Rock'];['Lightning Rod', 'Reckless', 'Rock Head'];RU;105;130;120;45;45;40;['Rhyperior']
Rhyhorn;['Ground', 'Rock'];['Lightning Rod', 'Reckless', 'Rock Head'];LC;80;85;95;30;30;25;['Rhydon']
Rhyperior;['Ground', 'Rock'];['Lightning Rod', 'Reckless', 'Solid Rock'];UU;115;140;130;55;55;40;[]
Riolu;['Fighting'];['Inner Focus', 'Prankster', 'Steadfast'];LC;40;70;40;35;40;60;['Lucario']
Roggenrola;['Rock'];['Sand Force', 'Sturdy'];LC;55;75;85;25;25;15;['Boldore']
Roselia;['Grass', 'Poison'];['Leaf Guard', 'Natural Cure', 'Poison Point'];NU;50;60;45;100;80;65;['Roserade']
Roserade;['Grass', 'Poison'];['Natural Cure', 'Poison Point', 'Technician'];UU;60;70;55;125;105;90;[]
Rotom;['Electric', 'Ghost'];['Levitate'];RU;50;50;77;95;77;91;['Rotom-Fan', 'Rotom-Frost', 'Rotom-Heat', 'Rotom-Mow', 'Rotom-Wash']
Rotom-Fan;['Electric', 'Flying'];['Levitate'];NU;50;65;107;105;107;86;[]
Rotom-Frost;['Electric', 'Ice'];['Levitate'];NU;50;65;107;105;107;86;[]
Rotom-Heat;['Electric', 'Fire'];['Levitate'];UU;50;65;107;105;107;86;[]
Rotom-Mow;['Electric', 'Grass'];['Levitate'];RU;50;65;107;105;107;86;[]
Rotom-Wash;['Electric', 'Water'];['Levitate'];OU;50;65;107;105;107;86;[]
Rufflet;['Normal', 'Flying'];['Hustle', 'Keen Eye', 'Sheer Force'];LC;70;83;50;37;50;60;['Braviary']
Sableye;['Dark', 'Ghost'];['Keen Eye', 'Prankster', 'Stall'];UU;50;75;75;65;65;50;[]
Salamence;['Dragon', 'Flying'];['Intimidate', 'Moxie'];OU;95;135;80;110;80;100;[]
Samurott;['Water'];['Shell Armor', 'Torrent'];NU;95;100;85;108;70;70;[]
Sandile;['Ground', 'Dark'];['Anger Point', 'Intimidate', 'Moxie'];LC;50;72;35;35;35;65;['Krokorok']
Sandshrew;['Ground'];['Sand Rush', 'Sand Veil'];LC;50;75;85;20;30;40;['Sandslash']
Sandslash;['Ground'];['Sand Rush', 'Sand Veil'];RU;75;100;110;45;55;65;[]
Sawk;['Fighting'];['Inner Focus', 'Mold Breaker', 'Sturdy'];NU;75;125;75;30;75;85;[]
Sawsbuck;['Normal', 'Grass'];['Chlorophyll', 'Sap Sipper', 'Serene Grace'];NU;80;100;70;60;70;95;[]
Sceptile;['Grass'];['Overgrow', 'Unburden'];RU;70;85;65;105;85;120;[]
Scizor;['Bug', 'Steel'];['Light Metal', 'Swarm', 'Technician'];OU;70;130;100;55;80;65;[]
Scolipede;['Bug', 'Poison'];['Poison Point', 'Quick Feet', 'Swarm'];NUBL;60;90;89;55;69;112;[]
Scrafty;['Dark', 'Fighting'];['Intimidate', 'Moxie', 'Shed Skin'];UU;65;90;115;45;115;58;[]
Scraggy;['Dark', 'Fighting'];['Intimidate', 'Moxie', 'Shed Skin'];;50;75;70;35;70;48;['Scrafty']
Scyther;['Bug', 'Flying'];['Steadfast', 'Swarm', 'Technician'];RU;70;110;80;55;80;105;['Scizor']
Seadra;['Water'];['Damp', 'Poison Point', 'Sniper'];NU;55;65;95;95;45;85;['Kingdra']
Seaking;['Water'];['Lightning Rod', 'Swift Swim', 'Water Veil'];NU;80;92;65;65;80;68;[]
Sealeo;['Ice', 'Water'];['Ice Body', 'Oblivious', 'Thick Fat'];;90;60;70;75;70;45;['Walrein']
Seedot;['Grass'];['Chlorophyll', 'Early Bird', 'Pickpocket'];LC;40;40;50;30;30;30;['Nuzleaf']
Seel;['Water'];['Hydration', 'Ice Body', 'Thick Fat'];LC;65;45;55;45;70;45;['Dewgong']
Seismitoad;['Water', 'Ground'];['Poison Touch', 'Swift Swim', 'Water Absorb'];NU;105;85;75;85;75;74;[]
Sentret;['Normal'];['Frisk', 'Keen Eye', 'Run Away'];LC;35;46;34;35;45;20;['Furret']
Serperior;['Grass'];['Contrary', 'Overgrow'];NU;75;75;95;75;95;113;[]
Servine;['Grass'];['Contrary', 'Overgrow'];;60;60;75;60;75;83;['Serperior']
Seviper;['Poison'];['Infiltrator', 'Shed Skin'];NU;73;100;60;100;60;65;[]
Sewaddle;['Bug', 'Grass'];['Chlorophyll', 'Overcoat', 'Swarm'];LC;45;53;70;40;60;42;['Swadloon']
Sharpedo;['Water', 'Dark'];['Rough Skin', 'Speed Boost'];UU;70;120;40;95;40;95;[]
Shaymin;['Grass'];['Natural Cure'];UU;100;100;100;100;100;100;['Shaymin-Sky']
Shaymin-Sky;['Grass', 'Flying'];['Serene Grace'];Uber;100;103;75;120;75;127;[]
Shedinja;['Bug', 'Ghost'];['Wonder Guard'];NU;1;90;45;30;30;40;[]
Shelgon;['Dragon'];['Overcoat', 'Rock Head'];NU;65;95;100;60;50;50;['Salamence']
Shellder;['Water'];['Overcoat', 'Shell Armor', 'Skill Link'];LC;30;65;100;45;25;40;['Cloyster']
Shellos;['Water'];['Sand Force', 'Sticky Hold', 'Storm Drain'];LC;76;48;48;57;62;34;['Gastrodon']
Shelmet;['Bug'];['Hydration', 'Overcoat', 'Shell Armor'];LC;50;40;85;40;65;25;['Accelgor']
Shieldon;['Rock', 'Steel'];['Soundproof', 'Sturdy'];LC;30;42;118;42;88;30;['Bastiodon']
Shiftry;['Grass', 'Dark'];['Chlorophyll', 'Early Bird', 'Pickpocket'];NU;90;100;60;90;60;80;[]
Shinx;['Electric'];['Guts', 'Intimidate', 'Rivalry'];LC;45;65;34;40;34;45;['Luxio']
